a,b,c
SVC gamma,0.434,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.434,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.434,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'pH']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.434,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.434,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH']"
RandomForestClassifier,0.434,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.434,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'alcohol']"
RandomForestClassifier,0.434,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.434,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.434,"['volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.434,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.434,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.434,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.432,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.432,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.432,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.432,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.432,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
SVC gamma,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density']"
RandomForestClassifier,0.432,"['free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.432,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.432,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.432,"['volatile acidity', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.432,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.432,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.432,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.432,"['citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.432,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.432,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.432,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.432,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.432,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.43,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.43,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.43,"['fixed acidity', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.43,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'pH']"
RandomForestClassifier,0.43,"['fixed acidity', 'citric acid', 'residual sugar', 'pH']"
RandomForestClassifier,0.43,"['fixed acidity', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.43,"['volatile acidity', 'citric acid', 'residual sugar', 'pH']"
RandomForestClassifier,0.43,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.43,"['citric acid', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.43,"['free sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'pH']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.43,"['fixed acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates']"
RandomForestClassifier,0.43,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.43,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.43,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.43,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.43,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.43,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.43,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.428,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.428,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.428,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide']"
RandomForestClassifier,0.428,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.428,"['citric acid', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.428,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.428,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.428,"['fixed acidity', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.428,"['volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH']"
RandomForestClassifier,0.428,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.428,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.428,"['citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.428,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.428,"['fixed acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.428,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.428,"['fixed acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.428,"['volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.428,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.428,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.428,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.426,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.426,"['volatile acidity', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.426,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.426,"['citric acid', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.426,"['residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.426,"['total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.426,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH']"
SVC gamma,0.426,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH']"
SVC gamma,0.426,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.426,"['volatile acidity', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.426,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.426,"['citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
SVC gamma,0.426,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.426,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.426,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.426,"['volatile acidity', 'citric acid', 'pH', 'sulphates']"
RandomForestClassifier,0.426,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.426,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density']"
RandomForestClassifier,0.426,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.426,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.426,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.426,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.426,"['fixed acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.426,"['volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
SVC gamma,0.424,"['volatile acidity', 'citric acid', 'pH', 'sulphates']"
SVC gamma,0.424,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.424,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.424,"['free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.424,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
SVC gamma,0.424,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.424,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
SVC gamma,0.424,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.424,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.424,"['fixed acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.424,"['fixed acidity', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.424,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.424,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.424,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.424,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.424,"['fixed acidity', 'volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.424,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.424,"['citric acid', 'residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'volatile acidity', 'residual sugar', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'citric acid', 'residual sugar', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'residual sugar', 'sulphates', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'volatile acidity', 'residual sugar', 'sulphates', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'citric acid', 'residual sugar', 'sulphates', 'alcohol']"
SVC gamma,0.422,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'sulphates', 'alcohol']"
RandomForestClassifier,0.422,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.422,"['fixed acidity', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.422,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'density']"
RandomForestClassifier,0.422,"['volatile acidity', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.422,"['volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.422,"['volatile acidity', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.422,"['volatile acidity', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.422,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.422,"['citric acid', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.422,"['residual sugar', 'total sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.422,"['residual sugar', 'total sulfur dioxide', 'pH', 'alcohol']"
RandomForestClassifier,0.422,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'sulphates', 'alcohol']"
RandomForestClassifier,0.422,"['citric acid', 'total sulfur dioxide', 'density', 'pH', 'alcohol']"
RandomForestClassifier,0.422,"['citric acid', 'total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.422,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.422,"['citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.422,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'sulphates']"
RandomForestClassifier,0.422,"['fixed acidity', 'volatile acidity', 'citric acid', 'total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.42,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar']"
SVC gamma,0.42,"['fixed acidity', 'volatile acidity', 'residual sugar', 'sulphates']"
SVC gamma,0.42,"['fixed acidity', 'citric acid', 'residual sugar', 'sulphates']"
SVC gamma,0.42,"['volatile acidity', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.42,"['citric acid', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.42,"['total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.42,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'sulphates']"
SVC gamma,0.42,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'alcohol']"
SVC gamma,0.42,"['volatile acidity', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.42,"['citric acid', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
SVC gamma,0.42,"['volatile acidity', 'citric acid', 'total sulfur dioxide', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.42,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.42,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.42,"['fixed acidity', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.42,"['volatile acidity', 'free sulfur dioxide', 'density', 'sulphates']"
RandomForestClassifier,0.42,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.42,"['fixed acidity', 'citric acid', 'residual sugar', 'density', 'sulphates']"
RandomForestClassifier,0.42,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'pH']"
RandomForestClassifier,0.42,"['fixed acidity', 'citric acid', 'free sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.42,"['fixed acidity', 'citric acid', 'total sulfur dioxide', 'density', 'alcohol']"
RandomForestClassifier,0.42,"['residual sugar', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.42,"['residual sugar', 'total sulfur dioxide', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.42,"['total sulfur dioxide', 'density', 'pH', 'sulphates', 'alcohol']"
RandomForestClassifier,0.42,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'density', 'pH']"
RandomForestClassifier,0.42,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.42,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
RandomForestClassifier,0.42,"['fixed acidity', 'volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide', 'density', 'sulphates']"
SVC gamma,0.418,"['fixed acidity', 'volatile acidity', 'residual sugar', 'pH']"
SVC gamma,0.418,"['fixed acidity', 'citric acid', 'residual sugar', 'pH']"
SVC gamma,0.418,"['fixed acidity', 'residual sugar', 'pH', 'sulphates']"
SVC gamma,0.418,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'pH']"
SVC gamma,0.418,"['fixed acidity', 'volatile acidity', 'residual sugar', 'pH', 'sulphates']"
SVC gamma,0.418,"['fixed acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates']"
SVC gamma,0.418,"['fixed acidity', 'volatile acidity', 'citric acid', 'residual sugar', 'pH', 'sulphates']"
RandomForestClassifier,0.418,"['fixed acidity', 'citric acid', 'residual sugar', 'density']"
RandomForestClassifier,0.418,"['fixed acidity', 'free sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.418,"['fixed acidity', 'density', 'pH', 'sulphates']"
RandomForestClassifier,0.418,"['volatile acidity', 'citric acid', 'free sulfur dioxide', 'total sulfur dioxide']"
RandomForestClassifier,0.418,"['free sulfur dioxide', 'total sulfur dioxide', 'density', 'pH']"
RandomForestClassifier,0.418,"['total sulfur dioxide', 'density', 'sulphates', 'alcohol']"
RandomForestClassifier,0.418,"['fixed acidity', 'volatile acidity', 'residual sugar', 'total sulfur dioxide', 'density']"
RandomForestClassifier,0.418,"['fixed acidity', 'residual sugar', 'total sulfur dioxide', 'pH', 'sulphates']"
